date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,total_points_home,previous_points_home,rank_home,rank_change_home,total_points_away,previous_points_away,rank_away,rank_change_away
2021-09-05,Peru,Venezuela,1,0,FIFA World Cup qualification,Lima,Peru,False,1543.16,1511.88,22.0,-5.0,1463.3,1500.71,40.0,10.0
2021-09-05,Costa Rica,Mexico,0,1,FIFA World Cup qualification,San José,Costa Rica,False,1449.79,1423.4,44.0,-6.0,1658.29,1629.56,9.0,-2.0
2021-09-05,Jamaica,Panama,0,3,FIFA World Cup qualification,Kingston,Jamaica,False,1423.06,1432.65,50.0,5.0,1334.85,1321.97,74.0,-4.0
2021-09-05,United States,Canada,1,1,FIFA World Cup qualification,Nashville,United States,False,1647.75,1555.42,10.0,-10.0,1399.35,1340.56,59.0,-11.0
2021-09-08,Costa Rica,Jamaica,1,1,FIFA World Cup qualification,San José,Costa Rica,False,1449.79,1423.4,44.0,-6.0,1423.06,1432.65,50.0,5.0
2021-09-08,Panama,Mexico,1,1,FIFA World Cup qualification,Panama City,Panama,False,1334.85,1321.97,74.0,-4.0,1658.29,1629.56,9.0,-2.0
2021-09-09,Colombia,Chile,3,1,FIFA World Cup qualification,Barranquilla,Colombia,False,1617.67,1600.66,15.0,0.0,1557.81,1569.52,20.0,1.0
2021-09-09,Paraguay,Venezuela,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,1483.49,1476.02,33.0,-2.0,1463.3,1500.71,40.0,10.0
2021-09-09,Uruguay,Ecuador,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,1634.63,1639.08,13.0,4.0,1405.26,1413.01,55.0,2.0
2021-09-09,Argentina,Bolivia,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1714.43,1641.95,6.0,-2.0,1285.94,1300.11,82.0,1.0
2021-09-09,Brazil,Peru,2,0,FIFA World Cup qualification,Recife,Brazil,False,1797.67,1742.65,2.0,-1.0,1543.16,1511.88,22.0,-5.0
2021-10-07,United States,Jamaica,2,0,FIFA World Cup qualification,Austin,United States,False,1643.1,1647.75,13.0,3.0,1402.39,1423.06,59.0,9.0
2021-10-07,Mexico,Canada,1,1,FIFA World Cup qualification,Mexico City,Mexico,False,1666.19,1658.29,9.0,0.0,1416.23,1399.35,51.0,-8.0
2021-10-07,Ecuador,Bolivia,3,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,1415.09,1405.26,52.0,-3.0,1283.65,1285.94,83.0,1.0
2021-10-07,Venezuela,Brazil,1,3,FIFA World Cup qualification,Caracas,Venezuela,False,1434.14,1463.3,49.0,9.0,1811.73,1797.67,2.0,0.0
2021-10-07,Paraguay,Argentina,0,0,FIFA World Cup qualification,Asunción,Paraguay,False,1484.31,1483.49,35.0,2.0,1725.31,1714.43,6.0,0.0
2021-10-07,Peru,Chile,2,0,FIFA World Cup qualification,Lima,Peru,False,1548.78,1543.16,21.0,-1.0,1536.53,1557.81,23.0,3.0
2021-10-07,Uruguay,Colombia,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,1645.42,1634.63,12.0,-1.0,1618.4,1617.67,16.0,1.0
2021-10-10,Jamaica,Canada,0,0,FIFA World Cup qualification,Kingston,Jamaica,False,1402.39,1423.06,59.0,9.0,1416.23,1399.35,51.0,-8.0
2021-10-10,Panama,United States,1,0,FIFA World Cup qualification,Panama City,Panama,False,1358.77,1334.85,68.0,-6.0,1643.1,1647.75,13.0,3.0
2021-10-10,Bolivia,Peru,1,0,FIFA World Cup qualification,La Paz,Bolivia,False,1283.65,1285.94,83.0,1.0,1548.78,1543.16,21.0,-1.0
2021-10-10,Colombia,Brazil,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False,1618.4,1617.67,16.0,1.0,1811.73,1797.67,2.0,0.0
2021-10-10,Venezuela,Ecuador,2,1,FIFA World Cup qualification,Caracas,Venezuela,False,1434.14,1463.3,49.0,9.0,1415.09,1405.26,52.0,-3.0
2021-10-10,Argentina,Uruguay,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1725.31,1714.43,6.0,0.0,1645.42,1634.63,12.0,-1.0
2021-10-10,Chile,Paraguay,2,0,FIFA World Cup qualification,Santiago,Chile,False,1536.53,1557.81,23.0,3.0,1484.31,1483.49,35.0,2.0
2021-10-13,United States,Costa Rica,2,1,FIFA World Cup qualification,Columbus,United States,False,1643.1,1647.75,13.0,3.0,1438.29,1449.79,44.0,0.0
2021-10-13,Canada,Panama,4,1,FIFA World Cup qualification,Toronto,Canada,False,1416.23,1399.35,51.0,-8.0,1358.77,1334.85,68.0,-6.0
2021-10-14,Bolivia,Paraguay,4,0,FIFA World Cup qualification,La Paz,Bolivia,False,1283.65,1285.94,83.0,1.0,1484.31,1483.49,35.0,2.0
2021-10-14,Colombia,Ecuador,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False,1618.4,1617.67,16.0,1.0,1415.09,1405.26,52.0,-3.0
2021-10-14,Argentina,Peru,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1725.31,1714.43,6.0,0.0,1548.78,1543.16,21.0,-1.0
2021-10-14,Brazil,Uruguay,4,1,FIFA World Cup qualification,Manaus,Brazil,False,1811.73,1797.67,2.0,0.0,1645.42,1634.63,12.0,-1.0
2021-10-14,Chile,Venezuela,3,0,FIFA World Cup qualification,Santiago,Chile,False,1536.53,1557.81,23.0,3.0,1434.14,1463.3,49.0,9.0
2021-10-27,Mexico,Ecuador,2,3,Friendly,Charlotte,United States,True,1672.92,1666.19,9.0,0.0,1416.93,1415.09,55.0,3.0
2021-11-11,Ecuador,Venezuela,1,0,FIFA World Cup qualification,Quito,Ecuador,False,1416.93,1415.09,55.0,3.0,1431.51,1434.14,50.0,1.0
2021-11-11,Paraguay,Chile,0,1,FIFA World Cup qualification,Asunción,Paraguay,False,1461.28,1484.31,38.0,3.0,1546.26,1536.53,21.0,-2.0
2021-11-11,Peru,Bolivia,3,0,FIFA World Cup qualification,Lima,Peru,False,1534.06,1548.78,24.0,3.0,1309.75,1283.65,78.0,-5.0
2021-11-11,Brazil,Colombia,1,0,FIFA World Cup qualification,São Paulo,Brazil,False,1820.36,1811.73,2.0,0.0,1618.76,1618.4,16.0,0.0
2021-11-12,Canada,Costa Rica,1,0,FIFA World Cup qualification,Edmonton,Canada,False,1432.34,1416.23,48.0,-3.0,1439.61,1438.29,45.0,1.0
2021-11-12,United States,Mexico,2,0,FIFA World Cup qualification,Cincinnati,United States,False,1639.42,1643.1,13.0,0.0,1672.92,1666.19,9.0,0.0
2021-11-12,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,False,1625.67,1645.42,15.0,3.0,1738.79,1725.31,6.0,0.0
2021-11-16,Jamaica,United States,1,1,FIFA World Cup qualification,Kingston,Jamaica,False,1407.72,1402.39,59.0,0.0,1639.42,1643.1,13.0,0.0
2021-11-16,Canada,Mexico,2,1,FIFA World Cup qualification,Edmonton,Canada,False,1432.34,1416.23,48.0,-3.0,1672.92,1666.19,9.0,0.0
2021-11-16,Bolivia,Uruguay,3,0,FIFA World Cup qualification,La Paz,Bolivia,False,1309.75,1283.65,78.0,-5.0,1625.67,1645.42,15.0,3.0
2021-11-16,Venezuela,Peru,1,2,FIFA World Cup qualification,Caracas,Venezuela,False,1431.51,1434.14,50.0,1.0,1534.06,1548.78,24.0,3.0
2021-11-16,Colombia,Paraguay,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False,1618.76,1618.4,16.0,0.0,1461.28,1484.31,38.0,3.0
2021-11-16,Argentina,Brazil,0,0,FIFA World Cup qualification,San Juan,Argentina,False,1738.79,1725.31,6.0,0.0,1820.36,1811.73,2.0,0.0
2021-11-16,Chile,Ecuador,0,2,FIFA World Cup qualification,Santiago,Chile,False,1546.26,1536.53,21.0,-2.0,1416.93,1415.09,55.0,3.0
2021-12-08,Mexico,Chile,2,2,Friendly,Austin,United States,True,1638.76,1672.92,14.0,5.0,1541.33,1546.26,24.0,3.0
2022-01-16,Peru,Panama,1,1,Friendly,Lima,Peru,False,1551.15,1551.15,22.0,0.0,1379.34,1379.34,63.0,0.0
2022-01-20,Peru,Jamaica,3,0,Friendly,Lima,Peru,False,1551.15,1551.15,22.0,0.0,1412.13,1412.13,57.0,0.0
2022-01-27,Jamaica,Mexico,1,2,FIFA World Cup qualification,Kingston,Jamaica,False,1412.13,1412.13,57.0,0.0,1638.3,1638.76,14.0,0.0
2022-01-27,Costa Rica,Panama,1,0,FIFA World Cup qualification,San José,Costa Rica,False,1437.43,1437.43,49.0,0.0,1379.34,1379.34,63.0,0.0
2022-01-27,Ecuador,Brazil,1,1,FIFA World Cup qualification,Quito,Ecuador,False,1448.27,1448.74,46.0,0.0,1826.35,1826.35,2.0,0.0
2022-01-27,Paraguay,Uruguay,0,1,FIFA World Cup qualification,Asunción,Paraguay,False,1454.52,1454.52,43.0,0.0,1596.66,1596.66,17.0,0.0
2022-01-27,Chile,Argentina,1,2,FIFA World Cup qualification,Calama,Chile,False,1543.42,1541.33,24.0,0.0,1750.51,1750.51,5.0,0.0
2022-01-28,Colombia,Peru,0,1,FIFA World Cup qualification,Barranquilla,Colombia,False,1607.15,1607.15,16.0,0.0,1551.15,1551.15,22.0,0.0
2022-01-28,Venezuela,Bolivia,4,1,FIFA World Cup qualification,Barinas,Venezuela,False,1409.14,1409.14,59.0,0.0,1324.21,1324.21,77.0,0.0
2022-01-30,Canada,United States,2,0,FIFA World Cup qualification,Hamilton,Canada,False,1462.32,1462.32,40.0,0.0,1648.51,1647.14,11.0,-1.0
2022-01-30,Mexico,Costa Rica,0,0,FIFA World Cup qualification,Mexico City,Mexico,False,1638.3,1638.76,14.0,0.0,1437.43,1437.43,49.0,0.0
2022-01-30,Panama,Jamaica,3,2,FIFA World Cup qualification,Panama City,Panama,False,1379.34,1379.34,63.0,0.0,1412.13,1412.13,57.0,0.0
2022-02-01,Bolivia,Chile,2,3,FIFA World Cup qualification,La Paz,Bolivia,False,1324.21,1324.21,77.0,0.0,1543.42,1541.33,24.0,0.0
2022-02-01,Uruguay,Venezuela,4,1,FIFA World Cup qualification,Montevideo,Uruguay,False,1596.66,1596.66,17.0,0.0,1409.14,1409.14,59.0,0.0
2022-02-01,Argentina,Colombia,1,0,FIFA World Cup qualification,Córdoba,Argentina,False,1750.51,1750.51,5.0,0.0,1607.15,1607.15,16.0,0.0
2022-02-01,Peru,Ecuador,1,1,FIFA World Cup qualification,Lima,Peru,False,1551.15,1551.15,22.0,0.0,1448.27,1448.74,46.0,0.0
2022-02-01,Brazil,Paraguay,4,0,FIFA World Cup qualification,Belo Horizonte,Brazil,False,1826.35,1826.35,2.0,0.0,1454.52,1454.52,43.0,0.0
2022-02-02,Jamaica,Costa Rica,0,1,FIFA World Cup qualification,Kingston,Jamaica,False,1412.13,1412.13,57.0,0.0,1437.43,1437.43,49.0,0.0
2022-02-02,Mexico,Panama,1,0,FIFA World Cup qualification,Mexico City,Mexico,False,1638.3,1638.76,14.0,0.0,1379.34,1379.34,63.0,0.0
2022-03-24,Mexico,United States,0,0,FIFA World Cup qualification,Mexico City,Mexico,False,1647.9,1638.3,12.0,-2.0,1643.34,1648.51,13.0,2.0
2022-03-24,Costa Rica,Canada,1,0,FIFA World Cup qualification,San José,Costa Rica,False,1464.06,1437.43,42.0,-7.0,1497.82,1462.32,33.0,-7.0
2022-03-24,Colombia,Bolivia,3,0,FIFA World Cup qualification,Barranquilla,Colombia,False,1585.89,1607.15,19.0,3.0,1308.12,1324.21,76.0,-1.0
2022-03-24,Brazil,Chile,4,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,1823.42,1826.35,2.0,0.0,1543.16,1543.42,26.0,2.0
2022-03-24,Paraguay,Ecuador,3,1,FIFA World Cup qualification,Ciudad del Este,Paraguay,False,1440.53,1454.52,50.0,7.0,1458.63,1448.27,44.0,-2.0
2022-03-24,Uruguay,Peru,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,1614.05,1596.66,16.0,-1.0,1563.45,1551.15,22.0,0.0
2022-03-25,Argentina,Venezuela,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1766.99,1750.51,4.0,-1.0,1411.45,1409.14,58.0,-1.0
2022-03-27,Canada,Jamaica,4,0,FIFA World Cup qualification,Toronto,Canada,False,1497.82,1462.32,33.0,-7.0,1378.62,1412.13,62.0,5.0
2022-03-27,United States,Panama,5,1,FIFA World Cup qualification,Orlando,United States,False,1643.34,1648.51,13.0,2.0,1375.56,1379.34,63.0,0.0
2022-03-29,Ecuador,Argentina,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,1458.63,1448.27,44.0,-2.0,1766.99,1750.51,4.0,-1.0
2022-03-29,Peru,Paraguay,2,0,FIFA World Cup qualification,Lima,Peru,False,1563.45,1551.15,22.0,0.0,1440.53,1454.52,50.0,7.0
2022-03-29,Bolivia,Brazil,0,4,FIFA World Cup qualification,La Paz,Bolivia,False,1308.12,1324.21,76.0,-1.0,1823.42,1826.35,2.0,0.0
2022-03-29,Venezuela,Colombia,0,1,FIFA World Cup qualification,Guayana,Venezuela,False,1411.45,1409.14,58.0,-1.0,1585.89,1607.15,19.0,3.0
2022-03-29,Chile,Uruguay,0,2,FIFA World Cup qualification,Santiago,Chile,False,1543.16,1543.42,26.0,2.0,1614.05,1596.66,16.0,-1.0
2022-03-30,Costa Rica,United States,2,0,FIFA World Cup qualification,San José,Costa Rica,False,1464.06,1437.43,42.0,-7.0,1643.34,1648.51,13.0,2.0
2022-03-30,Panama,Canada,1,0,FIFA World Cup qualification,Panama City,Panama,False,1375.56,1379.34,63.0,0.0,1497.82,1462.32,33.0,-7.0
2022-06-02,Panama,Costa Rica,2,0,CONCACAF Nations League,Panama City,Panama,False,1382.79,1375.56,61.0,-2.0,1503.09,1464.06,31.0,-11.0
2022-06-02,Mexico,Uruguay,0,3,Friendly,Glendale,United States,True,1658.82,1647.9,9.0,-3.0,1635.73,1614.05,13.0,-3.0
2022-06-05,Mexico,Ecuador,0,0,Friendly,Chicago,United States,True,1658.82,1647.9,9.0,-3.0,1452.63,1458.63,46.0,2.0
2022-06-05,United States,Uruguay,0,0,Friendly,Kansas City,United States,False,1633.72,1643.34,15.0,2.0,1635.73,1614.05,13.0,-3.0
2022-06-11,Uruguay,Panama,5,0,Friendly,Montevideo,Uruguay,False,1635.73,1614.05,13.0,-3.0,1382.79,1375.56,61.0,-2.0
2022-06-14,Jamaica,Mexico,1,1,CONCACAF Nations League,Kingston,Jamaica,False,1378.75,1378.62,64.0,2.0,1658.82,1647.9,9.0,-3.0
2022-08-31,Mexico,Paraguay,0,1,Friendly,Atlanta,United States,True,1649.57,1649.57,12.0,0.0,1440.13,1440.13,50.0,0.0
2022-09-24,Mexico,Peru,1,0,Friendly,Pasadena,United States,True,1649.57,1649.57,12.0,0.0,1562.24,1562.24,21.0,0.0
2022-09-27,Argentina,Jamaica,3,0,Friendly,Harrison,United States,True,1770.65,1770.65,3.0,0.0,1382.06,1382.06,62.0,0.0
2022-09-27,Canada,Uruguay,0,2,Friendly,Bratislava,Slovakia,True,1473.82,1473.82,43.0,0.0,1640.95,1643.71,13.0,0.0
2022-09-27,Mexico,Colombia,2,3,Friendly,Santa Clara,United States,True,1649.57,1649.57,12.0,0.0,1604.07,1604.07,17.0,0.0
2022-11-15,Venezuela,Panama,2,2,Friendly,Al Hamriyah,United Arab Emirates,True,1404.37,1405.17,57.0,1.0,1393.28,1389.27,60.0,-1.0
2022-11-16,Peru,Paraguay,1,0,Friendly,Lima,Peru,False,1561.01,1562.24,23.0,2.0,1448.77,1440.13,47.0,-3.0
2022-11-19,Colombia,Paraguay,2,0,Friendly,Fort Lauderdale,United States,True,1611.04,1604.07,17.0,0.0,1448.77,1440.13,47.0,-3.0
2022-11-19,Peru,Bolivia,1,0,Friendly,Arequipa,Peru,False,1561.01,1562.24,23.0,2.0,1296.28,1298.81,82.0,1.0
2022-11-26,Argentina,Mexico,2,0,FIFA World Cup,Lusail,Qatar,True,1773.88,1770.65,3.0,0.0,1644.89,1649.57,13.0,1.0
2023-01-28,United States,Colombia,0,0,Friendly,Carson,United States,False,1652.74,1627.48,13.0,-3.0,1612.78,1611.04,17.0,0.0
2023-03-23,Argentina,Panama,2,0,Friendly,Buenos Aires,Argentina,False,1838.38,1773.88,2.0,-1.0,1391.7,1393.28,61.0,1.0
2023-03-26,Mexico,Jamaica,2,2,CONCACAF Nations League,Mexico City,Mexico,False,1635.78,1644.89,15.0,2.0,1379.29,1378.86,64.0,0.0
2023-03-27,Chile,Paraguay,3,2,Friendly,Santiago,Chile,False,1506.91,1509.61,31.0,2.0,1445.06,1448.77,46.0,-1.0
2023-03-28,Costa Rica,Panama,0,1,CONCACAF Nations League,San José,Costa Rica,False,1500.18,1503.59,32.0,1.0,1391.7,1393.28,61.0,1.0
2023-04-19,United States,Mexico,1,1,Friendly,Glendale,United States,False,1653.77,1652.74,13.0,0.0,1631.87,1635.78,15.0,0.0
2023-06-15,Panama,Canada,0,2,CONCACAF Nations League,Las Vegas,United States,True,1399.23,1391.7,58.0,-3.0,1442.66,1431.64,47.0,-6.0
2023-06-15,United States,Mexico,3,0,CONCACAF Nations League,Las Vegas,United States,False,1653.77,1652.74,13.0,0.0,1631.87,1635.78,15.0,0.0
2023-06-17,Ecuador,Bolivia,1,0,Friendly,Harrison,United States,True,1478.13,1477.32,41.0,0.0,1296.42,1294.96,83.0,1.0
2023-06-18,Panama,Mexico,0,1,CONCACAF Nations League,Las Vegas,United States,True,1399.23,1391.7,58.0,-3.0,1631.87,1635.78,15.0,0.0
2023-06-18,United States,Canada,2,0,CONCACAF Nations League,Las Vegas,United States,False,1653.77,1652.74,13.0,0.0,1442.66,1431.64,47.0,-6.0
2023-06-20,Bolivia,Chile,0,0,Friendly,Santa Cruz,Bolivia,False,1296.42,1294.96,83.0,1.0,1511.32,1506.91,31.0,0.0
2023-06-20,Ecuador,Costa Rica,3,1,Friendly,Chester,United States,True,1478.13,1477.32,41.0,0.0,1491.12,1500.18,39.0,7.0
2023-06-24,United States,Jamaica,1,1,Gold Cup,Chicago,United States,False,1653.77,1652.74,13.0,0.0,1381.87,1379.29,63.0,-1.0
2023-06-26,Costa Rica,Panama,1,2,Gold Cup,Fort Lauderdale,United States,True,1491.12,1500.18,39.0,7.0,1399.23,1391.7,58.0,-3.0
2023-07-08,Mexico,Costa Rica,2,0,Gold Cup,Arlington,United States,True,1639.19,1631.87,14.0,-1.0,1478.3,1491.12,42.0,3.0
2023-07-09,United States,Canada,2,2,Gold Cup,Cincinnati,United States,False,1673.34,1653.77,11.0,-2.0,1454.12,1442.66,45.0,-2.0
2023-07-12,United States,Panama,1,1,Gold Cup,San Diego,United States,False,1673.34,1653.77,11.0,-2.0,1399.23,1399.23,57.0,-1.0
2023-07-12,Jamaica,Mexico,0,3,Gold Cup,Paradise,United States,True,1367.83,1381.87,63.0,0.0,1639.19,1631.87,14.0,-1.0
2023-07-16,Mexico,Panama,1,0,Gold Cup,Inglewood,United States,True,1639.19,1631.87,14.0,-1.0,1399.23,1399.23,57.0,-1.0
2023-08-27,Bolivia,Panama,1,2,Friendly,Cochabamba,Bolivia,False,1295.09,1295.09,83.0,0.0,1453.94,1399.23,45.0,-12.0
2023-09-07,Colombia,Venezuela,1,0,FIFA World Cup qualification,Barranquilla,Colombia,False,1624.91,1624.91,17.0,0.0,1417.23,1417.23,57.0,1.0
2023-09-07,Paraguay,Peru,0,0,FIFA World Cup qualification,Ciudad del Este,Paraguay,False,1442.64,1442.64,49.0,1.0,1561.2,1561.2,21.0,0.0
2023-09-07,Argentina,Ecuador,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1843.73,1843.73,1.0,0.0,1486.47,1486.47,40.0,0.0
2023-09-08,Uruguay,Chile,3,1,FIFA World Cup qualification,Montevideo,Uruguay,False,1633.13,1633.13,16.0,0.0,1511.31,1511.31,32.0,0.0
2023-09-08,Brazil,Bolivia,5,1,FIFA World Cup qualification,Belém,Brazil,False,1828.27,1828.27,3.0,0.0,1295.09,1295.09,83.0,0.0
2023-09-12,Bolivia,Argentina,0,3,FIFA World Cup qualification,La Paz,Bolivia,False,1295.09,1295.09,83.0,0.0,1843.73,1843.73,1.0,0.0
2023-09-12,Ecuador,Uruguay,2,1,FIFA World Cup qualification,Quito,Ecuador,False,1486.47,1486.47,40.0,0.0,1633.13,1633.13,16.0,0.0
2023-09-12,Venezuela,Paraguay,1,0,FIFA World Cup qualification,Maturín,Venezuela,False,1417.23,1417.23,57.0,1.0,1442.64,1442.64,49.0,1.0
2023-09-12,Peru,Brazil,0,1,FIFA World Cup qualification,Lima,Peru,False,1561.2,1561.2,21.0,0.0,1828.27,1828.27,3.0,0.0
2023-09-12,Chile,Colombia,0,0,FIFA World Cup qualification,Santiago,Chile,False,1511.31,1511.31,32.0,0.0,1624.91,1624.91,17.0,0.0
2023-10-12,Colombia,Uruguay,2,2,FIFA World Cup qualification,Barranquilla,Colombia,False,1629.6,1624.91,16.0,-1.0,1626.51,1633.13,17.0,1.0
2023-10-12,Bolivia,Ecuador,1,2,FIFA World Cup qualification,La Paz,Bolivia,False,1287.86,1295.09,83.0,0.0,1497.66,1486.47,38.0,-2.0
2023-10-12,Argentina,Paraguay,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1851.41,1843.73,1.0,0.0,1432.08,1442.64,52.0,3.0
2023-10-12,Brazil,Venezuela,1,1,FIFA World Cup qualification,Cuiabá,Brazil,False,1837.61,1828.27,3.0,0.0,1422.83,1417.23,53.0,-4.0
2023-10-12,Chile,Peru,2,0,FIFA World Cup qualification,Santiago,Chile,False,1504.75,1511.31,36.0,4.0,1551.91,1561.2,22.0,1.0
2023-10-17,Venezuela,Chile,3,0,FIFA World Cup qualification,Maturín,Venezuela,False,1422.83,1417.23,53.0,-4.0,1504.75,1511.31,36.0,4.0
2023-10-17,Ecuador,Colombia,0,0,FIFA World Cup qualification,Quito,Ecuador,False,1497.66,1486.47,38.0,-2.0,1629.6,1624.91,16.0,-1.0
2023-10-17,Paraguay,Bolivia,1,0,FIFA World Cup qualification,Asunción,Paraguay,False,1432.08,1442.64,52.0,3.0,1287.86,1295.09,83.0,0.0
2023-10-17,Peru,Argentina,0,2,FIFA World Cup qualification,Lima,Peru,False,1551.91,1561.2,22.0,1.0,1851.41,1843.73,1.0,0.0
2023-10-17,Uruguay,Brazil,2,0,FIFA World Cup qualification,Montevideo,Uruguay,False,1626.51,1633.13,17.0,1.0,1837.61,1828.27,3.0,0.0
2023-11-16,Costa Rica,Panama,0,3,CONCACAF Nations League,San José,Costa Rica,False,1452.1,1452.1,46.0,0.0,1461.09,1452.25,44.0,-1.0
2023-11-16,Bolivia,Peru,2,0,FIFA World Cup qualification,La Paz,Bolivia,False,1271.09,1287.86,85.0,2.0,1532.57,1551.91,26.0,4.0
2023-11-16,Venezuela,Ecuador,0,0,FIFA World Cup qualification,Maturín,Venezuela,False,1445.67,1422.83,49.0,-4.0,1508.31,1497.66,36.0,-2.0
2023-11-16,Colombia,Brazil,2,1,FIFA World Cup qualification,Barranquilla,Colombia,False,1626.6,1629.6,17.0,1.0,1812.2,1837.61,3.0,0.0
2023-11-16,Argentina,Uruguay,0,2,FIFA World Cup qualification,Buenos Aires,Argentina,False,1861.29,1851.41,1.0,0.0,1643.72,1626.51,15.0,-2.0
2023-11-16,Chile,Paraguay,0,0,FIFA World Cup qualification,Santiago,Chile,False,1503.81,1504.75,37.0,1.0,1436.96,1432.08,53.0,1.0
2023-11-18,Jamaica,Canada,1,2,CONCACAF Nations League,Kingston,Jamaica,False,1421.39,1413.73,55.0,-1.0,1454.95,1458.58,45.0,1.0
2023-11-20,Panama,Costa Rica,3,1,CONCACAF Nations League,Panama City,Panama,False,1461.09,1452.25,44.0,-1.0,1452.1,1452.1,46.0,0.0
2023-11-21,Canada,Jamaica,2,3,CONCACAF Nations League,Toronto,Canada,False,1454.95,1458.58,45.0,1.0,1421.39,1413.73,55.0,-1.0
2023-11-21,Ecuador,Chile,1,0,FIFA World Cup qualification,Quito,Ecuador,False,1508.31,1497.66,36.0,-2.0,1503.81,1504.75,37.0,1.0
2023-11-21,Paraguay,Colombia,0,1,FIFA World Cup qualification,Asunción,Paraguay,False,1436.96,1432.08,53.0,1.0,1626.6,1629.6,17.0,1.0
2023-11-21,Uruguay,Bolivia,3,0,FIFA World Cup qualification,Montevideo,Uruguay,False,1643.72,1626.51,15.0,-2.0,1271.09,1287.86,85.0,2.0
2023-11-21,Peru,Venezuela,1,1,FIFA World Cup qualification,Lima,Peru,False,1532.57,1551.91,26.0,4.0,1445.67,1422.83,49.0,-4.0
2023-11-21,Brazil,Argentina,0,1,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,1812.2,1837.61,3.0,0.0,1861.29,1851.41,1.0,0.0
2023-12-16,Mexico,Colombia,2,3,Friendly,Los Angeles,United States,True,1655.21,1663.94,14.0,2.0,1651.2,1626.6,15.0,-2.0
2024-03-21,Panama,Mexico,0,3,CONCACAF Nations League,Arlington,United States,True,1475.62,1475.62,44.0,3.0,1652.7,1652.7,15.0,0.0
2024-03-21,United States,Jamaica,3,1,CONCACAF Nations League,Arlington,United States,False,1661.7,1665.27,13.0,1.0,1421.54,1421.54,57.0,2.0
2024-03-24,Jamaica,Panama,1,0,CONCACAF Nations League,Arlington,United States,True,1421.54,1421.54,57.0,2.0,1475.62,1475.62,44.0,3.0
2024-03-24,United States,Mexico,2,0,CONCACAF Nations League,Arlington,United States,False,1661.7,1665.27,13.0,1.0,1652.7,1652.7,15.0,0.0
2024-03-26,Argentina,Costa Rica,3,1,Friendly,Los Angeles,United States,True,1855.2,1855.2,1.0,0.0,1437.57,1437.57,54.0,2.0
2024-05-31,Bolivia,Mexico,0,1,Friendly,Chicago,United States,True,1284.55,1284.55,86.0,1.0,1652.7,1652.7,15.0,0.0
2024-05-31,Costa Rica,Uruguay,0,0,Friendly,San José,Costa Rica,False,1437.57,1437.57,54.0,2.0,1665.99,1665.99,11.0,0.0
2024-06-05,Mexico,Uruguay,0,4,Friendly,Denver,United States,True,1652.7,1652.7,15.0,0.0,1665.99,1665.99,11.0,0.0
2024-06-07,Peru,Paraguay,0,0,Friendly,Lima,Peru,False,1512.68,1512.68,33.0,-2.0,1430.73,1430.73,56.0,3.0
2024-06-08,Mexico,Brazil,2,3,Friendly,College Station,United States,True,1652.7,1652.7,15.0,0.0,1784.09,1784.09,5.0,0.0
2024-06-08,United States,Colombia,1,5,Friendly,Landover,United States,False,1661.7,1665.27,13.0,1.0,1655.29,1655.29,14.0,0.0
2024-06-09,Argentina,Ecuador,1,0,Friendly,Chicago,United States,True,1855.2,1855.2,1.0,0.0,1519.2,1519.2,31.0,-1.0
2024-06-11,Chile,Paraguay,3,0,Friendly,Santiago,Chile,False,1489.82,1489.82,42.0,2.0,1430.73,1430.73,56.0,3.0
2024-06-12,Ecuador,Bolivia,3,1,Friendly,Chester,United States,True,1519.2,1519.2,31.0,-1.0,1284.55,1284.55,86.0,1.0
2024-06-12,United States,Brazil,1,1,Friendly,Orlando,United States,False,1661.7,1665.27,13.0,1.0,1784.09,1784.09,5.0,0.0
2024-06-15,Colombia,Bolivia,3,0,Friendly,Denver,United States,True,1655.29,1655.29,14.0,0.0,1284.55,1284.55,86.0,1.0
2024-06-16,Panama,Paraguay,0,1,Friendly,Panama City,Panama,False,1475.62,1475.62,44.0,3.0,1430.73,1430.73,56.0,3.0
